,1_CobaltChloride_1,1_CopperSulfate_1,1_Diamide_1,1_E6-Berbamine_1,1_Ethanol_1,1_Formamide_1,1_Hydroxyurea_1,1_IndolaceticAcid_1,1_Lactate_1,1_Lactose_1,1_MagnesiumChloride_1,1_ManganeseSulfate_1,1_Menadione_1,1_Neomycin_1,1_Raffinose_1,1_Trehalose_1,1_Xylose_1,1_YNB_1,1_YPD_1,1_Zeocin_1
01_01,-2.25383070574996,-1.58814619544934,0.194929726698177,-1.05593834371606,-0.250370107561572,0.498227061349241,-0.213243967302988,-0.18186530290903,NA,-0.847586346858866,-0.352480855659245,1.21216239372028,0.335224157031081,-0.665269044591397,-0.370469815971253,-0.67482645921445,-0.81697210994271,17.711067834451,25.8712084319799,0.763907754510516
01_02,-1.88774565927855,0.542872292187269,0.45154046682702,0.0115934882142279,0.103718758323312,0.828659571696044,0.639111833899768,0.660820233447526,NA,-0.620459759319388,0.394129095929618,-1.94285710231764,1.39795249279137,-0.31393566021882,1.00710223810934,0.493350943353378,-1.41241541961527,18.2866910560586,26.2188027205036,1.27211198565652
01_03,1.04718511557237,0.453066827784653,0.721834777195927,1.64530116598884,0.427615723491856,-0.326176681770738,-0.141771653543711,-0.611875141189027,-0.797736785413499,-0.219192983190904,-0.108410796578846,0.750178221589475,-0.913395231351775,0.419907428986112,-0.0721884748100835,-0.346772676715178,0.169568157107986,15.4995356452128,24.4968400703638,0.072322832235308
01_04,2.41743663901475,0.747426668816999,0.454517393537625,1.85680864961377,-0.135730871597605,0.556514227718525,0.197232846442127,0.371108025675852,NA,0.666067883382985,0.0214873758353046,-0.917217548378006,-0.239385590479092,0.744318891276259,0.0337187552531145,1.7741855162564,0.668400054933646,17.3010757430844,25.827809077669,0.676446655224417
01_06,-1.04174330453721,0.180384288826678,0.464473629180693,-0.966224799715134,-0.338030195638996,-0.728221106799882,0.543498492577164,-1.83393062467329,-0.170299294807879,0.0860301580314965,0.108120015719644,-1.25163010542355,-0.0387718244820073,-0.670791362870482,-0.233616570795839,-0.199903130322271,-0.283470819533461,15.3086947834783,25.5133512033023,0.996027255214512
01_07,1.73438042349562,0.440941224492356,0.380474326063821,-0.0497618352329156,0.26232852039373,-1.00562389616849,0.527123096420425,-0.656915222232038,-0.398994203545515,-0.670894283326475,-0.00343396779032298,-1.14167332142188,-0.920930090473883,0.834906998077267,-0.827282173222265,-0.433795340438214,0.938030890321007,15.4371980498013,24.1544089867487,-0.812026299538047
01_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6213573705362,NA,NA
01_09,0.940961326418511,0.797738786128836,0.224067299816167,0.542496985558591,0.623648846196719,0.460779498309115,0.245575523015258,-0.194188406682855,-0.0400613968614564,0.217974197376918,0.0582881784540657,0.125720720676164,-0.795421750887462,0.78306063101724,1.51524550304852,0.215445841419612,0.155262615840049,19.4412470238414,28.519919264555,0.263971339508518
01_10,0.106811049526048,0.249606623355507,0.384673064627883,-1.37438470731189,0.17104012444447,-0.223994877204296,-0.145539327515068,0.136810835250903,0.959766254806897,0.26284942476318,0.304709822585853,-1.1129839226612,0.121261447778609,0.21833715523379,0.0880289042171302,0.727231104247394,0.134564922228024,16.9617013769348,26.6641833839537,-0.0347602812176834
01_11,-1.34936835171302,-0.124123707170266,0.593056605878538,1.09721815207622,-0.362057508762578,0.770478684644879,0.745276817892025,0.560757147892092,0.736569891221127,-0.0177633456896826,0.426360468749086,0.559188648768604,-0.764494235356119,-0.121310430529521,0.468228388420906,-0.184995139749799,-0.00973692690901093,16.543269555774,23.1816303883192,1.25902945165653
01_12,-0.649804075366554,-1.4081768372974,0.37232334614751,-0.221632631431906,-0.157687073978356,0.597026249070034,0.102792791459321,-0.0583612234636245,-1.60156221734179,-0.80853001860443,-0.426274969798289,0.407652748725133,0.614839872091939,0.535613478587854,-0.169208793794949,-1.23757707973924,-0.875069785046417,15.6107821868697,21.9341363313167,-0.825913913148801
01_14,-0.324567340773627,0.219949722009464,0.566124289699411,-0.86690367603789,-0.140658304873845,-0.281291654239268,-0.233661528516665,0.0990974716084498,0.34954118797221,0.349738838544741,-0.0346482355554588,-0.466312605566404,-0.336846973965324,0.244690064175962,0.564521979482797,0.648371386544491,0.890489201059609,16.1205639726631,24.608721726588,-0.934381503365539
01_15,-0.453636705414028,-0.110152059925563,0.325935908993675,-0.678632823090209,-0.26559912317744,-0.329999017280416,-0.000873030055592954,-0.182960336626808,-0.71582778962475,-0.330126684478443,-0.159205141925253,-1.00513156518276,0.278122569853873,0.348244954983087,-0.283242352209447,-0.933079422023286,-0.716578471600197,16.3313266882497,27.9158465978448,1.22152091427644
01_16,-0.414778067555989,-0.12991987733405,0.277247070100168,-0.638815484871593,-0.142317373019688,-0.425941493262564,-0.183890361101632,0.122260227515701,0.19403161150103,-0.797822220234875,-0.121964523783579,0.330688724634752,0.274930326438154,-0.0347920372226006,0.0381995895598687,-0.783133389325472,-0.643865783716809,16.5534386347064,26.8778960602676,0.508781370064523
01_17,-1.34652283261262,0.363904871298874,0.143788427311624,-1.36994006024411,0.562597858483577,0.126000413002385,-0.0976552196594797,-0.308450153275579,0.803195269845989,1.06837341663591,-0.128109631284288,0.263349224083956,0.104935957265265,0.374788367561215,0.958845571453443,0.133310413854385,0.487202538413499,17.6489716555187,26.3193918348034,-1.57285767297823
01_18,0.503531161745971,0.193829027203752,0.493378826050688,-0.730938937274471,-0.317844653182076,0.480404675603747,-0.341575546282121,0.106392904487063,-0.685851925236557,-0.540669151376786,0.425163320601986,-0.158408098552487,-0.661887054843109,0.368474439607442,0.288625472257363,-1.34956379797037,-0.128561707613034,15.8137987336944,24.2000175710412,1.13275139940847
01_19,0.429012422603868,0.0834859314385501,0.482773939508377,1.77300890124644,-0.252469326724342,0.701793766919587,0.0919642209806832,0.118919035095837,-0.130785443928451,-0.12765088144283,0.156830109103712,-0.730504266767721,0.95886275816947,0.685618234187546,-0.447671820997015,0.613840880319646,-0.374592945450607,16.6949491177941,25.1058190111319,0.341633227526178
01_20,0.511990580266747,0.0561777379671344,0.575171226404508,1.72422584983783,0.233389679744915,0.502623597053927,0.428914538682518,0.26624395903313,0.350282929818478,0.00850222812153781,-0.250550355731667,1.24001067401399,0.695968223467015,-1.70064136831926,0.18592995235713,0.586559379523209,-0.414111856436142,16.9015475351036,24.1771213788212,0.945565348843038
01_21,0.275173678607588,0.633500493375431,0.903108630050006,1.65422708115518,0.205216450161825,-0.339983100603414,0.357019884781426,0.678959790332248,-0.0838195353031552,0.0544856631043732,0.244622598346111,-0.0356295659499026,0.837613444374196,0.219901602729836,-0.223687708092123,-0.158291049507496,0.2753597041252,16.6107882117013,25.9282511307584,-1.35128395563992
01_22,-0.374652295138123,0.0472624718763946,0.25230175482766,0.518665941216969,0.00210701870574621,0.524550142780774,0.982930965554901,0.0382278655497069,-0.308240009072726,-0.918476752252711,-0.156291868091819,-0.654331399022809,1.14939170151633,0.747567685217836,-0.623588546078757,0.822177507230701,-0.573484554459898,17.1981115326665,25.7351377412132,1.4045127623301
01_23,-0.823339821794711,-0.479654345668188,-0.277800403212215,-0.798209603637766,-0.326552504998275,-0.196714627205035,-0.456601963781875,-0.814741362824144,1.04799675406178,0.327706290847419,0.0825816660869508,1.48691927061343,-2.1371805993317,0.194649943343142,0.55921805070061,0.535940288774812,0.42390382167698,16.9540511114688,24.5145922305887,-0.72039612524615
01_24,-0.631033799848709,0.394656291174697,0.546427429388662,-0.825643569119423,-0.0590845867174029,0.469488042260237,-0.75012215646126,0.200504568524809,0.30956668064278,0.268705583898804,-0.947705190119885,-1.05032874061636,0.873670601262017,0.12221681602298,0.171371092780372,-0.825586431747843,0.46660447124377,15.3033572948955,21.8856925950236,1.09153316986618
01_25,-0.563167409519559,-1.42009366926792,0.0227074228261703,-1.06446973796259,-0.718530317723718,0.305089213077782,-0.256227204278973,0.445977442318112,-0.68035833019321,-0.490296243279415,-0.421254204826516,0.106200340856351,0.816417396520544,-0.492126321483423,-0.592371334488266,-1.38225314064287,-0.914977480374749,15.8026602390096,21.3717899030712,-0.0469899000668437
01_26,0.284348802142298,-0.05547902733654,-0.132673637920903,1.78231836605912,-0.256891570814057,-0.175142719067465,-0.00131768705340453,0.419044135324758,-0.15428293792058,-0.815415402840084,0.103196486346105,1.67522434500248,-0.206586283378639,0.0155776601774984,-0.328674170793184,0.0680900840544178,0.150344228303746,17.1389414567108,31.3426945655089,0.778859609062218
01_27,0.645866574452494,0.783461572949356,0.936704547255971,-0.998171999892706,0.780503707964063,1.47263730447257,0.306584060461326,0.371914395392451,0.687678147169672,0.77587720496093,0.289551767231769,-1.39669111944498,0.908405793091903,0.302627009093768,0.574466583405923,0.676469751507943,0.581731937071886,17.4003564878944,23.1090845203985,0.928277349258643
01_28,1.25176069621335,1.07433956349578,0.176052314519958,-0.473684076484684,0.862794717179532,0.354168152073965,0.0262439976645885,0.661085307459767,1.24420170533378,0.872720129877828,0.789516820255253,-0.322290463834253,0.138186215524471,0.764762488019889,1.15676616580261,0.627657899546913,1.16386148439834,17.6752038257787,25.5996097798389,-1.43640675172763
